[17-09-2026 | 18:00:53] Temp=34.1°C  Hum=27.1%  => 🥵🌵 A/C + Humidificador ON
[18-09-2026 | 16:45:54] Temp=19.1°C  Hum=45.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:45:57] Temp=18.1°C  Hum=41.5%  => Todo estable, sistema apagado
[18-09-2026 | 16:46:00] Temp=36.2°C  Hum=87.9%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:46:03] Temp=13.9°C  Hum=69.8%  => Calefacción encendido
[18-09-2026 | 16:46:06] Temp=23.8°C  Hum=27.1%  => Humidificador encendido
[18-09-2026 | 16:46:09] Temp=29.2°C  Hum=28.0%  => A/C + Humidificador encendido
[18-09-2026 | 16:46:12] Temp=21.5°C  Hum=51.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:46:15] Temp=24.6°C  Hum=30.7%  => Humidificador encendido
[18-09-2026 | 16:46:18] Temp=22.8°C  Hum=30.1%  => Humidificador encendido
[18-09-2026 | 16:46:21] Temp=25.5°C  Hum=61.3%  => Todo estable, sistema apagado
[18-09-2026 | 16:46:24] Temp=35.2°C  Hum=53.9%  => Ventilador encendido
[18-09-2026 | 16:46:27] Temp=18.6°C  Hum=33.3%  => Humidificador encendido
[18-09-2026 | 16:46:30] Temp=36.4°C  Hum=54.1%  => Ventilador encendido
[18-09-2026 | 16:46:33] Temp=30.5°C  Hum=91.8%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:46:36] Temp=14.5°C  Hum=92.0%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:46:39] Temp=33.6°C  Hum=89.3%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:46:42] Temp=20.6°C  Hum=67.2%  => Todo estable, sistema apagado
[18-09-2026 | 16:46:45] Temp=14.0°C  Hum=92.4%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:46:48] Temp=12.6°C  Hum=32.5%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:46:51] Temp=20.2°C  Hum=62.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:46:54] Temp=20.3°C  Hum=51.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:46:57] Temp=33.6°C  Hum=59.2%  => Ventilador encendido
[18-09-2026 | 16:47:00] Temp=25.0°C  Hum=43.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:47:03] Temp=22.8°C  Hum=56.2%  => Todo estable, sistema apagado
[18-09-2026 | 16:47:06] Temp=29.7°C  Hum=48.7%  => Ventilador encendido
[18-09-2026 | 16:47:09] Temp=14.6°C  Hum=43.0%  => Calefacción encendido
[18-09-2026 | 16:47:12] Temp=21.0°C  Hum=90.6%  => Deshumidificador encendido
[18-09-2026 | 16:47:15] Temp=14.6°C  Hum=38.1%  => Calefacción encendido
[18-09-2026 | 16:47:18] Temp=24.3°C  Hum=80.1%  => Deshumidificador encendido
[18-09-2026 | 16:47:21] Temp=28.7°C  Hum=72.3%  => Todo estable, sistema apagado
[18-09-2026 | 16:47:24] Temp=26.0°C  Hum=58.4%  => Todo estable, sistema apagado
[18-09-2026 | 16:47:27] Temp=24.1°C  Hum=54.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:47:30] Temp=35.9°C  Hum=62.2%  => Ventilador encendido
[18-09-2026 | 16:47:33] Temp=37.4°C  Hum=41.4%  => Ventilador encendido
[18-09-2026 | 16:47:36] Temp=29.8°C  Hum=41.7%  => Ventilador encendido
[18-09-2026 | 16:47:39] Temp=15.2°C  Hum=84.4%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:47:42] Temp=29.0°C  Hum=71.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:47:45] Temp=19.2°C  Hum=26.5%  => Humidificador encendido
[18-09-2026 | 16:47:48] Temp=31.6°C  Hum=55.5%  => Ventilador encendido
[18-09-2026 | 16:47:51] Temp=26.5°C  Hum=26.2%  => Humidificador encendido
[18-09-2026 | 16:47:54] Temp=28.5°C  Hum=80.8%  => Deshumidificador encendido
[18-09-2026 | 16:47:57] Temp=18.5°C  Hum=31.1%  => Humidificador encendido
[18-09-2026 | 16:48:00] Temp=12.5°C  Hum=86.6%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:48:03] Temp=33.8°C  Hum=67.8%  => Ventilador encendido
[18-09-2026 | 16:48:06] Temp=20.8°C  Hum=39.2%  => Todo estable, sistema apagado
[18-09-2026 | 16:48:09] Temp=14.9°C  Hum=33.5%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:48:12] Temp=30.7°C  Hum=75.8%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:48:15] Temp=13.1°C  Hum=65.7%  => Calefacción encendido
[18-09-2026 | 16:48:18] Temp=30.0°C  Hum=49.2%  => Ventilador encendido
[18-09-2026 | 16:48:21] Temp=21.4°C  Hum=63.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:48:24] Temp=29.4°C  Hum=45.9%  => Ventilador encendido
[18-09-2026 | 16:48:27] Temp=33.7°C  Hum=45.0%  => Ventilador encendido
[18-09-2026 | 16:48:30] Temp=24.9°C  Hum=29.0%  => Humidificador encendido
[18-09-2026 | 16:48:33] Temp=32.4°C  Hum=63.7%  => Ventilador encendido
[18-09-2026 | 16:48:36] Temp=16.2°C  Hum=49.4%  => Calefacción encendido
[18-09-2026 | 16:48:39] Temp=25.2°C  Hum=62.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:48:42] Temp=26.4°C  Hum=35.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:48:45] Temp=32.6°C  Hum=71.0%  => Ventilador encendido
[18-09-2026 | 16:48:48] Temp=18.1°C  Hum=89.0%  => Deshumidificador encendido
[18-09-2026 | 16:48:51] Temp=23.8°C  Hum=62.8%  => Todo estable, sistema apagado
[18-09-2026 | 16:48:54] Temp=14.6°C  Hum=70.5%  => Calefacción encendido
[18-09-2026 | 16:48:57] Temp=35.6°C  Hum=87.5%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:49:00] Temp=26.3°C  Hum=94.0%  => Deshumidificador encendido
[18-09-2026 | 16:49:03] Temp=15.8°C  Hum=55.6%  => Calefacción encendido
[18-09-2026 | 16:49:06] Temp=25.0°C  Hum=35.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:49:09] Temp=13.1°C  Hum=27.2%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:49:12] Temp=15.2°C  Hum=83.7%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:49:15] Temp=13.8°C  Hum=45.1%  => Calefacción encendido
[18-09-2026 | 16:49:18] Temp=14.6°C  Hum=28.3%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:49:21] Temp=27.0°C  Hum=92.7%  => Deshumidificador encendido
[18-09-2026 | 16:49:24] Temp=36.8°C  Hum=94.6%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:49:27] Temp=30.6°C  Hum=47.0%  => Ventilador encendido
[18-09-2026 | 16:49:30] Temp=21.0°C  Hum=81.1%  => Deshumidificador encendido
[18-09-2026 | 16:49:33] Temp=28.6°C  Hum=66.4%  => Todo estable, sistema apagado
[18-09-2026 | 16:49:36] Temp=34.9°C  Hum=52.4%  => Ventilador encendido
[18-09-2026 | 16:49:39] Temp=37.0°C  Hum=32.0%  => A/C + Humidificador encendido
[18-09-2026 | 16:49:42] Temp=16.1°C  Hum=62.3%  => Calefacción encendido
[18-09-2026 | 16:49:45] Temp=33.6°C  Hum=25.2%  => A/C + Humidificador encendido
[18-09-2026 | 16:49:48] Temp=35.6°C  Hum=31.1%  => A/C + Humidificador encendido
[18-09-2026 | 16:49:51] Temp=35.0°C  Hum=59.2%  => Ventilador encendido
[18-09-2026 | 16:49:54] Temp=32.1°C  Hum=56.7%  => Ventilador encendido
[18-09-2026 | 16:49:57] Temp=23.1°C  Hum=76.8%  => Deshumidificador encendido
[18-09-2026 | 16:50:00] Temp=28.9°C  Hum=72.3%  => Todo estable, sistema apagado
[18-09-2026 | 16:50:03] Temp=23.3°C  Hum=84.5%  => Deshumidificador encendido
[18-09-2026 | 16:50:06] Temp=23.5°C  Hum=42.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:50:09] Temp=14.6°C  Hum=53.8%  => Calefacción encendido
[18-09-2026 | 16:50:12] Temp=25.2°C  Hum=33.6%  => Humidificador encendido
[18-09-2026 | 16:50:15] Temp=21.4°C  Hum=80.9%  => Deshumidificador encendido
[18-09-2026 | 16:50:18] Temp=13.0°C  Hum=87.5%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:50:21] Temp=34.7°C  Hum=65.8%  => Ventilador encendido
[18-09-2026 | 16:50:24] Temp=29.1°C  Hum=68.4%  => Ventilador encendido
[18-09-2026 | 16:50:27] Temp=22.3°C  Hum=49.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:50:30] Temp=21.1°C  Hum=30.1%  => Humidificador encendido
[18-09-2026 | 16:50:33] Temp=22.9°C  Hum=73.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:50:36] Temp=34.8°C  Hum=29.3%  => A/C + Humidificador encendido
[18-09-2026 | 16:50:39] Temp=26.9°C  Hum=62.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:50:42] Temp=22.6°C  Hum=49.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:50:45] Temp=35.4°C  Hum=57.9%  => Ventilador encendido
[18-09-2026 | 16:50:48] Temp=12.1°C  Hum=65.8%  => Calefacción encendido
[18-09-2026 | 16:50:51] Temp=34.6°C  Hum=38.0%  => Ventilador encendido
[18-09-2026 | 16:50:54] Temp=16.0°C  Hum=36.6%  => Calefacción encendido
[18-09-2026 | 16:50:57] Temp=28.9°C  Hum=39.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:51:00] Temp=18.7°C  Hum=69.8%  => Todo estable, sistema apagado
[18-09-2026 | 16:51:03] Temp=19.9°C  Hum=67.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:51:06] Temp=20.6°C  Hum=84.8%  => Deshumidificador encendido
[18-09-2026 | 16:51:09] Temp=32.1°C  Hum=79.5%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:51:12] Temp=28.1°C  Hum=94.2%  => Deshumidificador encendido
[18-09-2026 | 16:51:15] Temp=24.2°C  Hum=86.0%  => Deshumidificador encendido
[18-09-2026 | 16:51:18] Temp=37.3°C  Hum=33.6%  => A/C + Humidificador encendido
[18-09-2026 | 16:51:21] Temp=25.9°C  Hum=72.5%  => Todo estable, sistema apagado
[18-09-2026 | 16:51:24] Temp=34.7°C  Hum=49.2%  => Ventilador encendido
[18-09-2026 | 16:51:27] Temp=31.8°C  Hum=88.0%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:51:30] Temp=16.6°C  Hum=76.3%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:51:33] Temp=20.5°C  Hum=64.5%  => Todo estable, sistema apagado
[18-09-2026 | 16:51:36] Temp=15.0°C  Hum=35.9%  => Calefacción encendido
[18-09-2026 | 16:51:39] Temp=36.6°C  Hum=29.0%  => A/C + Humidificador encendido
[18-09-2026 | 16:51:42] Temp=28.9°C  Hum=79.1%  => Deshumidificador encendido
[18-09-2026 | 16:51:45] Temp=29.1°C  Hum=65.4%  => Ventilador encendido
[18-09-2026 | 16:51:48] Temp=26.3°C  Hum=75.2%  => Deshumidificador encendido
[18-09-2026 | 16:51:51] Temp=30.4°C  Hum=49.9%  => Ventilador encendido
[18-09-2026 | 16:51:54] Temp=36.3°C  Hum=87.6%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:51:57] Temp=31.1°C  Hum=89.7%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:52:00] Temp=30.6°C  Hum=73.1%  => Ventilador encendido
[18-09-2026 | 16:52:03] Temp=35.8°C  Hum=88.5%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:52:06] Temp=24.0°C  Hum=62.2%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:09] Temp=22.5°C  Hum=58.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:12] Temp=19.6°C  Hum=71.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:15] Temp=31.8°C  Hum=86.1%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:52:18] Temp=24.8°C  Hum=34.3%  => Humidificador encendido
[18-09-2026 | 16:52:21] Temp=27.4°C  Hum=91.6%  => Deshumidificador encendido
[18-09-2026 | 16:52:24] Temp=28.6°C  Hum=43.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:27] Temp=25.2°C  Hum=26.0%  => Humidificador encendido
[18-09-2026 | 16:52:30] Temp=17.8°C  Hum=30.3%  => Humidificador encendido
[18-09-2026 | 16:52:33] Temp=28.6°C  Hum=32.2%  => Humidificador encendido
[18-09-2026 | 16:52:36] Temp=24.6°C  Hum=49.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:39] Temp=28.3°C  Hum=49.5%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:42] Temp=37.7°C  Hum=92.1%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:52:45] Temp=21.3°C  Hum=79.9%  => Deshumidificador encendido
[18-09-2026 | 16:52:48] Temp=36.5°C  Hum=26.1%  => A/C + Humidificador encendido
[18-09-2026 | 16:52:51] Temp=33.2°C  Hum=47.5%  => Ventilador encendido
[18-09-2026 | 16:52:54] Temp=19.2°C  Hum=55.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:52:57] Temp=24.5°C  Hum=92.5%  => Deshumidificador encendido
[18-09-2026 | 16:53:00] Temp=18.0°C  Hum=52.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:53:03] Temp=33.1°C  Hum=39.5%  => Ventilador encendido
[18-09-2026 | 16:53:06] Temp=22.4°C  Hum=73.3%  => Todo estable, sistema apagado
[18-09-2026 | 16:53:09] Temp=25.7°C  Hum=88.5%  => Deshumidificador encendido
[18-09-2026 | 16:53:12] Temp=16.0°C  Hum=66.2%  => Calefacción encendido
[18-09-2026 | 16:53:15] Temp=17.2°C  Hum=87.9%  => Deshumidificador encendido
[18-09-2026 | 16:53:18] Temp=30.0°C  Hum=76.0%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:53:21] Temp=12.3°C  Hum=84.2%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:53:24] Temp=28.6°C  Hum=51.4%  => Todo estable, sistema apagado
[18-09-2026 | 16:53:27] Temp=14.2°C  Hum=65.4%  => Calefacción encendido
[18-09-2026 | 16:53:30] Temp=24.0°C  Hum=84.7%  => Deshumidificador encendido
[18-09-2026 | 16:53:33] Temp=29.9°C  Hum=81.8%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:53:36] Temp=19.4°C  Hum=84.6%  => Deshumidificador encendido
[18-09-2026 | 16:53:39] Temp=28.4°C  Hum=32.9%  => Humidificador encendido
[18-09-2026 | 16:53:42] Temp=35.1°C  Hum=54.1%  => Ventilador encendido
[18-09-2026 | 16:53:45] Temp=25.5°C  Hum=80.9%  => Deshumidificador encendido
[18-09-2026 | 16:53:48] Temp=14.2°C  Hum=56.2%  => Calefacción encendido
[18-09-2026 | 16:53:51] Temp=24.1°C  Hum=43.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:53:54] Temp=20.1°C  Hum=85.0%  => Deshumidificador encendido
[18-09-2026 | 16:53:57] Temp=37.8°C  Hum=63.8%  => Ventilador encendido
[18-09-2026 | 16:54:00] Temp=36.8°C  Hum=52.4%  => Ventilador encendido
[18-09-2026 | 16:54:03] Temp=14.2°C  Hum=79.0%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:54:06] Temp=36.6°C  Hum=44.2%  => Ventilador encendido
[18-09-2026 | 16:54:09] Temp=34.4°C  Hum=26.3%  => A/C + Humidificador encendido
[18-09-2026 | 16:54:12] Temp=21.2°C  Hum=80.0%  => Deshumidificador encendido
[18-09-2026 | 16:54:15] Temp=33.6°C  Hum=30.0%  => A/C + Humidificador encendido
[18-09-2026 | 16:54:18] Temp=17.8°C  Hum=89.8%  => Deshumidificador encendido
[18-09-2026 | 16:54:21] Temp=34.9°C  Hum=60.4%  => Ventilador encendido
[18-09-2026 | 16:54:24] Temp=33.4°C  Hum=92.3%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:54:27] Temp=27.0°C  Hum=61.2%  => Todo estable, sistema apagado
[18-09-2026 | 16:54:30] Temp=15.3°C  Hum=89.6%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:54:33] Temp=13.6°C  Hum=59.8%  => Calefacción encendido
[18-09-2026 | 16:54:36] Temp=34.2°C  Hum=34.5%  => A/C + Humidificador encendido
[18-09-2026 | 16:54:39] Temp=31.6°C  Hum=60.8%  => Ventilador encendido
[18-09-2026 | 16:54:42] Temp=20.1°C  Hum=60.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:54:45] Temp=16.2°C  Hum=28.4%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:54:48] Temp=29.1°C  Hum=91.1%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:54:51] Temp=26.5°C  Hum=45.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:54:54] Temp=16.3°C  Hum=53.8%  => Calefacción encendido
[18-09-2026 | 16:54:57] Temp=13.1°C  Hum=25.1%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:55:00] Temp=29.9°C  Hum=62.8%  => Ventilador encendido
[18-09-2026 | 16:55:03] Temp=31.1°C  Hum=49.2%  => Ventilador encendido
[18-09-2026 | 16:55:06] Temp=14.2°C  Hum=80.2%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:55:09] Temp=24.1°C  Hum=45.8%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:12] Temp=30.5°C  Hum=90.7%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:55:15] Temp=21.8°C  Hum=42.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:18] Temp=34.4°C  Hum=73.7%  => Ventilador encendido
[18-09-2026 | 16:55:21] Temp=27.6°C  Hum=46.5%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:24] Temp=34.2°C  Hum=90.5%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:55:27] Temp=33.7°C  Hum=91.7%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:55:30] Temp=16.4°C  Hum=76.4%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:55:33] Temp=30.0°C  Hum=47.9%  => Ventilador encendido
[18-09-2026 | 16:55:36] Temp=26.7°C  Hum=69.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:39] Temp=25.4°C  Hum=49.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:42] Temp=13.8°C  Hum=29.5%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:55:45] Temp=22.4°C  Hum=39.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:48] Temp=24.4°C  Hum=54.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:55:51] Temp=16.1°C  Hum=93.5%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:55:54] Temp=32.8°C  Hum=31.5%  => A/C + Humidificador encendido
[18-09-2026 | 16:55:57] Temp=25.8°C  Hum=42.9%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:00] Temp=25.2°C  Hum=38.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:03] Temp=25.8°C  Hum=70.8%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:06] Temp=23.0°C  Hum=74.4%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:09] Temp=33.0°C  Hum=65.1%  => Ventilador encendido
[18-09-2026 | 16:56:12] Temp=18.6°C  Hum=35.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:15] Temp=22.9°C  Hum=40.4%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:18] Temp=34.8°C  Hum=88.2%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:56:21] Temp=27.6°C  Hum=30.0%  => Humidificador encendido
[18-09-2026 | 16:56:24] Temp=32.7°C  Hum=55.3%  => Ventilador encendido
[18-09-2026 | 16:56:27] Temp=20.8°C  Hum=80.6%  => Deshumidificador encendido
[18-09-2026 | 16:56:30] Temp=27.2°C  Hum=90.7%  => Deshumidificador encendido
[18-09-2026 | 16:56:33] Temp=31.7°C  Hum=57.6%  => Ventilador encendido
[18-09-2026 | 16:56:36] Temp=25.0°C  Hum=85.3%  => Deshumidificador encendido
[18-09-2026 | 16:56:39] Temp=28.1°C  Hum=71.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:42] Temp=20.3°C  Hum=51.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:45] Temp=19.4°C  Hum=85.7%  => Deshumidificador encendido
[18-09-2026 | 16:56:48] Temp=20.4°C  Hum=66.1%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:51] Temp=14.6°C  Hum=28.0%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:56:54] Temp=22.0°C  Hum=37.5%  => Todo estable, sistema apagado
[18-09-2026 | 16:56:57] Temp=14.0°C  Hum=92.3%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:57:00] Temp=13.4°C  Hum=61.6%  => Calefacción encendido
[18-09-2026 | 16:57:03] Temp=15.7°C  Hum=88.1%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 16:57:06] Temp=36.8°C  Hum=30.3%  => A/C + Humidificador encendido
[18-09-2026 | 16:57:09] Temp=23.3°C  Hum=79.2%  => Deshumidificador encendido
[18-09-2026 | 16:57:12] Temp=22.1°C  Hum=85.4%  => Deshumidificador encendido
[18-09-2026 | 16:57:15] Temp=37.6°C  Hum=89.8%  => A/C + Deshumidificador encendido
[18-09-2026 | 16:57:18] Temp=28.9°C  Hum=94.8%  => Deshumidificador encendido
[18-09-2026 | 16:57:21] Temp=13.7°C  Hum=33.3%  => Calefacción + Humidificador encendido
[18-09-2026 | 16:57:24] Temp=22.0°C  Hum=80.2%  => Deshumidificador encendido
[18-09-2026 | 16:57:27] Temp=29.0°C  Hum=49.0%  => Todo estable, sistema apagado
[18-09-2026 | 16:57:30] Temp=19.9°C  Hum=93.4%  => Deshumidificador encendido
[18-09-2026 | 16:57:33] Temp=20.6°C  Hum=34.9%  => Humidificador encendido
[18-09-2026 | 16:57:36] Temp=21.1°C  Hum=66.7%  => Todo estable, sistema apagado
[18-09-2026 | 16:57:39] Temp=17.2°C  Hum=27.5%  => Humidificador encendido
[18-09-2026 | 16:57:42] Temp=35.8°C  Hum=50.9%  => Ventilador encendido
[18-09-2026 | 16:57:45] Temp=22.6°C  Hum=52.3%  => Todo estable, sistema apagado
[18-09-2026 | 16:57:48] Temp=20.5°C  Hum=71.6%  => Todo estable, sistema apagado
[18-09-2026 | 16:57:51] Temp=28.9°C  Hum=64.3%  => Todo estable, sistema apagado
[18-09-2026 | 17:09:26] Temp=37.3°C  Hum=90.9%  => A/C + Deshumidificador encendido
[18-09-2026 | 17:09:30] Temp=25.0°C  Hum=83.8%  => Deshumidificador encendido
[18-09-2026 | 17:09:34] Temp=14.2°C  Hum=71.0%  => Calefacción encendido
[18-09-2026 | 17:09:37] Temp=21.4°C  Hum=50.5%  => Todo estable, sistema apagado
[18-09-2026 | 17:09:40] Temp=33.2°C  Hum=60.8%  => Ventilador encendido
[18-09-2026 | 17:09:44] Temp=22.6°C  Hum=75.5%  => Deshumidificador encendido
[18-09-2026 | 17:09:47] Temp=13.4°C  Hum=83.9%  => Calefacción + Deshumidificador encendido
[18-09-2026 | 17:09:50] Temp=35.1°C  Hum=77.5%  => A/C + Deshumidificador encendido
[18-09-2026 | 17:09:53] Temp=16.7°C  Hum=72.3%  => Calefacción encendido
[18-09-2026 | 17:09:56] Temp=26.1°C  Hum=51.1%  => Todo estable, sistema apagado
[18-09-2026 | 17:09:59] Temp=14.2°C  Hum=66.0%  => Calefacción encendido
[18-09-2026 | 17:10:06] Temp=15.8°C  Hum=60.8%  => Calefacción encendido
[18-09-2026 | 17:10:09] Temp=20.8°C  Hum=89.4%  => Deshumidificador encendido
[18-09-2026 | 17:10:12] Temp=30.1°C  Hum=50.1%  => Ventilador encendido
[18-09-2026 | 17:10:15] Temp=20.3°C  Hum=87.9%  => Deshumidificador encendido
[18-09-2026 | 17:10:18] Temp=34.3°C  Hum=77.4%  => A/C + Deshumidificador encendido
[18-09-2026 | 17:10:22] Temp=33.2°C  Hum=66.1%  => Ventilador encendido
[18-09-2026 | 17:10:25] Temp=29.5°C  Hum=28.4%  => A/C + Humidificador encendido
[18-09-2026 | 17:10:28] Temp=14.5°C  Hum=65.7%  => Calefacción encendido
[18-09-2026 | 17:10:31] Temp=29.7°C  Hum=88.1%  => A/C + Deshumidificador encendido
[18-09-2026 | 17:10:35] Temp=27.0°C  Hum=90.8%  => Deshumidificador encendido
[18-09-2026 | 17:10:38] Temp=26.8°C  Hum=30.1%  => Humidificador encendido
[18-09-2026 | 17:10:41] Temp=27.5°C  Hum=90.8%  => Deshumidificador encendido
[18-09-2026 | 17:10:45] Temp=37.9°C  Hum=87.4%  => A/C + Deshumidificador encendido
[18-09-2026 | 17:10:48] Temp=29.2°C  Hum=68.6%  => Ventilador encendido
[18-09-2026 | 17:10:51] Temp=37.6°C  Hum=57.8%  => Ventilador encendido
[18-09-2026 | 17:10:55] Temp=21.7°C  Hum=89.3%  => Deshumidificador encendido
[18-09-2026 | 17:10:58] Temp=30.7°C  Hum=47.3%  => Ventilador encendido
[18-09-2026 | 17:11:01] Temp=23.3°C  Hum=36.9%  => Todo estable, sistema apagado
[18-09-2026 | 17:11:05] Temp=23.3°C  Hum=63.2%  => Todo estable, sistema apagado
[18-09-2026 | 17:11:08] Temp=28.3°C  Hum=49.1%  => Todo estable, sistema apagado
[18-09-2026 | 17:11:11] Temp=31.6°C  Hum=86.3%  => A/C + Deshumidificador encendido
[18-09-2026 | 17:11:15] Temp=28.4°C  Hum=37.7%  => Todo estable, sistema apagado
